record_id,customer_id,customer_archetype,customer_ltv,customer_failure_rate,customer_opted_out,subscription_id,subscription_paid_count,subscription_remaining_count,amount,failure_reason,attempt_count,hours_since_first_failure,interventions_count,is_weekend,action_taken,recovered,recovered_amount,recovery_time_hours,action_cost,friction,reward,provenance
rec_000124,58868,reliable,81671.06,0.04,False,sub_sim_58868,9,10,999.0,temporary_bank_failure,1,0.0,0,1,PAYMENT_LINK,0,0.0,24.0,15.0,1.0,-115.0,SYNTHETIC_TRAINING_DATA
rec_000125,92721,reliable,76422.12,0.04,False,sub_sim_92721,3,5,4999.0,insufficient_funds,1,0.0,0,0,SEND_REMINDER,1,4999.0,12.0,10.0,1.2,4869.0,SYNTHETIC_TRAINING_DATA
rec_000126,76936,reliable,65927.15,0.04,False,sub_sim_76936,2,5,24999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000127,39359,reliable,85375.94,0.04,False,sub_sim_39359,8,6,4999.0,temporary_bank_failure,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000128,90493,occasional,28415.97,0.15,False,sub_sim_90493,7,6,4999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000129,79888,high_risk,22183.01,0.35,False,sub_sim_79888,9,4,2499.0,authentication_failed,1,0.0,0,1,WAIT,0,0.0,24.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000130,80149,occasional,31695.95,0.15,False,sub_sim_80149,3,7,4999.0,insufficient_funds,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000131,34091,high_risk,16754.58,0.35,False,sub_sim_34091,3,3,999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000132,83425,reliable,42406.12,0.04,False,sub_sim_83425,5,7,59999.0,insufficient_funds,1,0.0,0,0,PAYMENT_LINK,1,59999.0,24.0,15.0,1.0,59884.0,SYNTHETIC_TRAINING_DATA
rec_000133,36076,occasional,46905.68,0.15,False,sub_sim_36076,4,9,59999.0,insufficient_funds,1,0.0,0,0,SEND_REMINDER,0,0.0,12.0,10.0,1.2,-130.0,SYNTHETIC_TRAINING_DATA
rec_000134,75227,reliable,25950.69,0.04,False,sub_sim_75227,1,10,999.0,temporary_bank_failure,1,0.0,0,0,RETRY,1,999.0,1.0,5.0,0.2,974.0,SYNTHETIC_TRAINING_DATA
rec_000135,23012,reliable,94529.74,0.04,False,sub_sim_23012,8,3,59999.0,temporary_bank_failure,1,0.0,0,0,RETRY,1,59999.0,1.0,5.0,0.2,59974.0,SYNTHETIC_TRAINING_DATA
rec_000136,69293,reliable,67428.37,0.04,False,sub_sim_69293,5,7,999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000137,56602,reliable,20261.67,0.04,False,sub_sim_56602,7,3,4999.0,insufficient_funds,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000138,98251,high_risk,24222.89,0.35,False,sub_sim_98251,2,9,4999.0,temporary_bank_failure,1,0.0,0,0,WAIT,0,0.0,6.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000139,24727,reliable,64261.56,0.04,False,sub_sim_24727,2,5,59999.0,insufficient_funds,1,0.0,0,0,ESCALATE_TO_HUMAN,0,0.0,48.0,150.0,0.8,-230.0,SYNTHETIC_TRAINING_DATA
rec_000140,69962,reliable,55939.68,0.04,False,sub_sim_69962,6,8,9999.0,insufficient_funds,1,0.0,0,0,PAYMENT_LINK,1,9999.0,24.0,15.0,1.0,9884.0,SYNTHETIC_TRAINING_DATA
rec_000141,78753,reliable,58006.71,0.04,False,sub_sim_78753,3,10,9999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000142,97003,high_risk,18774.12,0.35,False,sub_sim_97003,1,4,59999.0,invalid_payment_method,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,1,59999.0,36.0,20.0,1.5,59829.0,SYNTHETIC_TRAINING_DATA
rec_000143,36766,reliable,90401.26,0.04,False,sub_sim_36766,7,4,4999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000144,29077,reliable,48872.35,0.04,False,sub_sim_29077,4,7,999.0,temporary_bank_failure,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000145,1908,reliable,89783.57,0.04,False,sub_sim_1908,7,2,24999.0,card_expired,1,0.0,0,1,REQUEST_ALTERNATE_METHOD,1,24999.0,36.0,20.0,1.5,24829.0,SYNTHETIC_TRAINING_DATA
rec_000146,57781,reliable,60397.81,0.04,False,sub_sim_57781,3,2,4999.0,insufficient_funds,1,0.0,0,0,STOP_RECOVERY,0,0.0,0.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000147,43302,occasional,43498.32,0.15,False,sub_sim_43302,6,7,24999.0,insufficient_funds,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000148,40517,reliable,56836.06,0.04,False,sub_sim_40517,8,4,9999.0,temporary_bank_failure,1,0.0,0,1,WAIT,0,0.0,6.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000149,30836,reliable,99228.95,0.04,False,sub_sim_30836,6,3,4999.0,network_error,1,0.0,0,0,RETRY,1,4999.0,1.0,5.0,0.2,4974.0,SYNTHETIC_TRAINING_DATA
rec_000150,11484,occasional,14039.66,0.15,False,sub_sim_11484,4,2,4999.0,insufficient_funds,1,0.0,0,0,SEND_REMINDER,0,0.0,12.0,10.0,1.2,-130.0,SYNTHETIC_TRAINING_DATA
rec_000151,82627,reliable,20739.55,0.04,False,sub_sim_82627,1,6,9999.0,insufficient_funds,1,0.0,0,1,PAYMENT_LINK,1,9999.0,24.0,15.0,1.0,9884.0,SYNTHETIC_TRAINING_DATA
rec_000152,63613,reliable,76302.56,0.04,False,sub_sim_63613,2,6,4999.0,insufficient_funds,1,0.0,0,0,SEND_REMINDER,0,0.0,12.0,10.0,1.2,-130.0,SYNTHETIC_TRAINING_DATA
rec_000153,93861,occasional,20513.85,0.15,False,sub_sim_93861,5,2,2499.0,card_expired,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,1,2499.0,36.0,20.0,1.5,2329.0,SYNTHETIC_TRAINING_DATA
rec_000154,27132,reliable,82695.87,0.04,False,sub_sim_27132,3,10,4999.0,temporary_bank_failure,1,0.0,0,1,WAIT,0,0.0,6.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000155,26389,reliable,78173.86,0.04,False,sub_sim_26389,9,8,999.0,temporary_bank_failure,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000156,93600,occasional,41982.53,0.15,False,sub_sim_93600,6,6,4999.0,network_error,1,0.0,0,0,RETRY,1,4999.0,1.0,5.0,0.2,4974.0,SYNTHETIC_TRAINING_DATA
rec_000157,40690,occasional,13493.91,0.15,False,sub_sim_40690,6,7,999.0,network_error,1,0.0,0,0,RETRY,1,999.0,1.0,5.0,0.2,974.0,SYNTHETIC_TRAINING_DATA
rec_000158,43103,reliable,26047.07,0.04,False,sub_sim_43103,2,9,4999.0,authentication_failed,1,0.0,0,1,PAYMENT_LINK,1,4999.0,24.0,15.0,1.0,4884.0,SYNTHETIC_TRAINING_DATA
rec_000159,4768,reliable,22392.13,0.04,False,sub_sim_4768,2,10,9999.0,insufficient_funds,1,0.0,0,0,PAYMENT_LINK,1,9999.0,24.0,15.0,1.0,9884.0,SYNTHETIC_TRAINING_DATA
rec_000160,30656,reliable,59067.31,0.04,False,sub_sim_30656,6,9,24999.0,insufficient_funds,1,0.0,0,1,PAYMENT_LINK,1,24999.0,24.0,15.0,1.0,24884.0,SYNTHETIC_TRAINING_DATA
rec_000161,19421,reliable,85260.41,0.04,False,sub_sim_19421,7,3,2499.0,insufficient_funds,1,0.0,0,0,PAYMENT_LINK,0,0.0,24.0,15.0,1.0,-115.0,SYNTHETIC_TRAINING_DATA
rec_000162,32470,reliable,26995.59,0.04,False,sub_sim_32470,3,7,4999.0,network_error,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,0,0.0,36.0,20.0,1.5,-170.0,SYNTHETIC_TRAINING_DATA
rec_000163,74409,occasional,34743.82,0.15,False,sub_sim_74409,3,6,9999.0,temporary_bank_failure,1,0.0,0,1,ESCALATE_TO_HUMAN,1,9999.0,48.0,150.0,0.8,9769.0,SYNTHETIC_TRAINING_DATA
rec_000164,54370,reliable,85846.79,0.04,False,sub_sim_54370,2,2,59999.0,temporary_bank_failure,1,0.0,0,0,RETRY,1,59999.0,1.0,5.0,0.2,59974.0,SYNTHETIC_TRAINING_DATA
rec_000165,54026,reliable,99766.35,0.04,False,sub_sim_54026,3,9,999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000166,11551,reliable,90710.01,0.04,False,sub_sim_11551,6,8,24999.0,insufficient_funds,1,0.0,0,0,SEND_REMINDER,1,24999.0,12.0,10.0,1.2,24869.0,SYNTHETIC_TRAINING_DATA
rec_000167,89205,reliable,36609.62,0.04,False,sub_sim_89205,8,10,9999.0,invalid_payment_method,1,0.0,0,0,PAYMENT_LINK,0,0.0,24.0,15.0,1.0,-115.0,SYNTHETIC_TRAINING_DATA
rec_000168,70445,reliable,74923.09,0.04,False,sub_sim_70445,1,8,59999.0,invalid_payment_method,1,0.0,0,0,PAYMENT_LINK,0,0.0,24.0,15.0,1.0,-115.0,SYNTHETIC_TRAINING_DATA
rec_000169,27663,reliable,53197.64,0.04,False,sub_sim_27663,6,2,59999.0,insufficient_funds,1,0.0,0,0,PAYMENT_LINK,1,59999.0,24.0,15.0,1.0,59884.0,SYNTHETIC_TRAINING_DATA
rec_000170,16733,reliable,36776.99,0.04,False,sub_sim_16733,6,6,24999.0,authentication_failed,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000171,1538,reliable,58583.47,0.04,False,sub_sim_1538,8,7,999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000172,18238,occasional,26180.41,0.15,False,sub_sim_18238,4,8,999.0,invalid_payment_method,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,1,999.0,36.0,20.0,1.5,829.0,SYNTHETIC_TRAINING_DATA
rec_000173,1190,reliable,23884.86,0.04,False,sub_sim_1190,9,3,4999.0,invalid_payment_method,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,1,4999.0,36.0,20.0,1.5,4829.0,SYNTHETIC_TRAINING_DATA
rec_000174,86814,reliable,99556.02,0.04,False,sub_sim_86814,8,4,59999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000175,98014,occasional,24058.95,0.15,False,sub_sim_98014,6,3,999.0,card_expired,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000176,74188,occasional,39241.76,0.15,False,sub_sim_74188,2,5,9999.0,network_error,1,0.0,0,0,WAIT,0,0.0,24.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000177,58818,reliable,83917.28,0.04,False,sub_sim_58818,6,10,59999.0,temporary_bank_failure,1,0.0,0,1,RETRY,1,59999.0,1.0,5.0,0.2,59974.0,SYNTHETIC_TRAINING_DATA
rec_000178,15755,reliable,84989.72,0.04,False,sub_sim_15755,9,10,4999.0,invalid_payment_method,1,0.0,0,1,REQUEST_ALTERNATE_METHOD,1,4999.0,36.0,20.0,1.5,4829.0,SYNTHETIC_TRAINING_DATA
rec_000179,79159,reliable,91701.17,0.04,False,sub_sim_79159,9,8,24999.0,invalid_payment_method,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000180,36447,reliable,92205.68,0.04,False,sub_sim_36447,7,2,2499.0,network_error,1,0.0,0,0,PAYMENT_LINK,1,2499.0,24.0,15.0,1.0,2384.0,SYNTHETIC_TRAINING_DATA
rec_000181,41420,occasional,38887.94,0.15,False,sub_sim_41420,5,10,59999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000182,34786,reliable,74030.85,0.04,False,sub_sim_34786,3,5,9999.0,temporary_bank_failure,1,0.0,0,0,STOP_RECOVERY,0,0.0,0.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000183,82931,reliable,69140.87,0.04,False,sub_sim_82931,1,5,999.0,insufficient_funds,1,0.0,0,1,PAYMENT_LINK,0,0.0,24.0,15.0,1.0,-115.0,SYNTHETIC_TRAINING_DATA
rec_000184,86258,reliable,99881.91,0.04,False,sub_sim_86258,3,8,999.0,network_error,1,0.0,0,0,WAIT,0,0.0,24.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000185,89403,occasional,48031.49,0.15,False,sub_sim_89403,8,7,59999.0,temporary_bank_failure,1,0.0,0,0,RETRY,1,59999.0,1.0,5.0,0.2,59974.0,SYNTHETIC_TRAINING_DATA
rec_000186,41348,reliable,33855.73,0.04,False,sub_sim_41348,4,5,9999.0,temporary_bank_failure,1,0.0,0,1,STOP_RECOVERY,0,0.0,0.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000187,66236,reliable,60067.48,0.04,False,sub_sim_66236,3,10,2499.0,temporary_bank_failure,1,0.0,0,0,STOP_RECOVERY,0,0.0,0.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000188,54158,high_risk,5125.7,0.35,False,sub_sim_54158,3,5,4999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000189,59955,reliable,93113.02,0.04,False,sub_sim_59955,9,5,999.0,card_expired,1,0.0,0,0,SEND_REMINDER,0,0.0,12.0,10.0,1.2,-130.0,SYNTHETIC_TRAINING_DATA
rec_000190,21355,occasional,16179.79,0.15,False,sub_sim_21355,4,2,999.0,insufficient_funds,1,0.0,0,0,WAIT,0,0.0,24.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000191,65308,reliable,64107.64,0.04,False,sub_sim_65308,3,7,59999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000192,10818,reliable,28892.6,0.04,False,sub_sim_10818,4,3,24999.0,invalid_payment_method,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000193,45945,reliable,42550.28,0.04,False,sub_sim_45945,3,9,59999.0,invalid_payment_method,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,1,59999.0,36.0,20.0,1.5,59829.0,SYNTHETIC_TRAINING_DATA
rec_000194,67803,reliable,25309.8,0.04,False,sub_sim_67803,1,5,24999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000195,54088,reliable,93581.59,0.04,False,sub_sim_54088,7,2,24999.0,insufficient_funds,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000196,78634,reliable,36597.48,0.04,False,sub_sim_78634,8,5,999.0,temporary_bank_failure,1,0.0,0,1,RETRY,1,999.0,1.0,5.0,0.2,974.0,SYNTHETIC_TRAINING_DATA
rec_000197,65433,occasional,48122.29,0.15,False,sub_sim_65433,6,7,9999.0,insufficient_funds,1,0.0,0,0,SEND_REMINDER,1,9999.0,12.0,10.0,1.2,9869.0,SYNTHETIC_TRAINING_DATA
rec_000198,83213,reliable,77106.55,0.04,False,sub_sim_83213,4,9,9999.0,temporary_bank_failure,1,0.0,0,0,SEND_REMINDER,1,9999.0,12.0,10.0,1.2,9869.0,SYNTHETIC_TRAINING_DATA
rec_000199,88974,reliable,39147.09,0.04,False,sub_sim_88974,4,5,4999.0,temporary_bank_failure,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000200,45444,reliable,79061.26,0.04,False,sub_sim_45444,4,9,2499.0,insufficient_funds,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000201,74115,occasional,26742.59,0.15,False,sub_sim_74115,2,6,59999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000202,90181,occasional,43000.71,0.15,False,sub_sim_90181,9,9,9999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000203,98258,reliable,47123.75,0.04,False,sub_sim_98258,6,5,4999.0,temporary_bank_failure,1,0.0,0,0,RETRY,1,4999.0,1.0,5.0,0.2,4974.0,SYNTHETIC_TRAINING_DATA
rec_000204,98686,reliable,29141.15,0.04,False,sub_sim_98686,2,6,24999.0,insufficient_funds,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000205,71436,reliable,82630.59,0.04,False,sub_sim_71436,7,7,4999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000206,31886,occasional,33965.48,0.15,False,sub_sim_31886,6,6,2499.0,temporary_bank_failure,1,0.0,0,0,WAIT,0,0.0,6.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000207,52993,occasional,11785.15,0.15,False,sub_sim_52993,7,9,59999.0,temporary_bank_failure,1,0.0,0,0,ESCALATE_TO_HUMAN,1,59999.0,48.0,150.0,0.8,59769.0,SYNTHETIC_TRAINING_DATA
rec_000208,71021,high_risk,23730.18,0.35,False,sub_sim_71021,1,3,9999.0,network_error,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000209,40374,reliable,26068.81,0.04,False,sub_sim_40374,3,3,9999.0,invalid_payment_method,1,0.0,0,1,PAYMENT_LINK,1,9999.0,24.0,15.0,1.0,9884.0,SYNTHETIC_TRAINING_DATA
rec_000210,10595,occasional,18759.66,0.15,False,sub_sim_10595,4,2,999.0,temporary_bank_failure,1,0.0,0,1,RETRY,1,999.0,1.0,5.0,0.2,974.0,SYNTHETIC_TRAINING_DATA
rec_000211,84701,reliable,84497.6,0.04,False,sub_sim_84701,6,2,999.0,insufficient_funds,1,0.0,0,0,SEND_REMINDER,1,999.0,12.0,10.0,1.2,869.0,SYNTHETIC_TRAINING_DATA
rec_000212,58999,reliable,26617.18,0.04,False,sub_sim_58999,7,6,59999.0,invalid_payment_method,1,0.0,0,0,PAYMENT_LINK,1,59999.0,24.0,15.0,1.0,59884.0,SYNTHETIC_TRAINING_DATA
rec_000213,29785,reliable,79937.95,0.04,False,sub_sim_29785,2,2,999.0,insufficient_funds,1,0.0,0,0,WAIT,0,0.0,24.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000214,18430,reliable,82282.18,0.04,False,sub_sim_18430,6,2,24999.0,insufficient_funds,1,0.0,0,1,PAYMENT_LINK,0,0.0,24.0,15.0,1.0,-115.0,SYNTHETIC_TRAINING_DATA
rec_000215,44861,high_risk,24893.92,0.35,False,sub_sim_44861,5,2,999.0,temporary_bank_failure,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000216,75807,occasional,32042.53,0.15,False,sub_sim_75807,9,3,999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000217,50878,occasional,40228.25,0.15,False,sub_sim_50878,2,10,2499.0,network_error,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000218,21071,reliable,71106.59,0.04,False,sub_sim_21071,6,9,2499.0,invalid_payment_method,1,0.0,0,1,REQUEST_ALTERNATE_METHOD,1,2499.0,36.0,20.0,1.5,2329.0,SYNTHETIC_TRAINING_DATA
rec_000219,94718,reliable,76109.1,0.04,False,sub_sim_94718,1,8,999.0,temporary_bank_failure,1,0.0,0,0,SEND_REMINDER,0,0.0,12.0,10.0,1.2,-130.0,SYNTHETIC_TRAINING_DATA
rec_000220,48495,reliable,90831.54,0.04,False,sub_sim_48495,2,9,2499.0,invalid_payment_method,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,1,2499.0,36.0,20.0,1.5,2329.0,SYNTHETIC_TRAINING_DATA
rec_000221,74890,reliable,91007.35,0.04,False,sub_sim_74890,8,10,59999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000222,84198,reliable,26067.8,0.04,False,sub_sim_84198,6,3,9999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000223,12586,reliable,47740.87,0.04,False,sub_sim_12586,1,9,59999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000224,75106,reliable,84604.05,0.04,False,sub_sim_75106,7,4,2499.0,temporary_bank_failure,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000225,40577,reliable,93016.11,0.04,False,sub_sim_40577,3,7,999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000226,57626,reliable,85596.6,0.04,False,sub_sim_57626,1,6,999.0,invalid_payment_method,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000227,67517,reliable,93055.67,0.04,False,sub_sim_67517,6,10,4999.0,invalid_payment_method,1,0.0,0,0,PAYMENT_LINK,1,4999.0,24.0,15.0,1.0,4884.0,SYNTHETIC_TRAINING_DATA
rec_000228,92847,reliable,39301.65,0.04,False,sub_sim_92847,8,9,2499.0,network_error,1,0.0,0,1,PAYMENT_LINK,0,0.0,24.0,15.0,1.0,-115.0,SYNTHETIC_TRAINING_DATA
rec_000229,58222,occasional,29351.14,0.15,False,sub_sim_58222,3,6,9999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000230,98577,occasional,34108.04,0.15,False,sub_sim_98577,3,6,9999.0,insufficient_funds,1,0.0,0,0,SEND_REMINDER,1,9999.0,12.0,10.0,1.2,9869.0,SYNTHETIC_TRAINING_DATA
rec_000231,11401,reliable,72282.3,0.04,False,sub_sim_11401,7,7,59999.0,card_expired,1,0.0,0,0,PAYMENT_LINK,0,0.0,24.0,15.0,1.0,-115.0,SYNTHETIC_TRAINING_DATA
rec_000232,14673,occasional,36410.32,0.15,False,sub_sim_14673,8,3,999.0,invalid_payment_method,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,1,999.0,36.0,20.0,1.5,829.0,SYNTHETIC_TRAINING_DATA
rec_000233,52945,reliable,56985.24,0.04,False,sub_sim_52945,8,9,2499.0,insufficient_funds,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000234,22918,occasional,11226.22,0.15,False,sub_sim_22918,1,9,59999.0,invalid_payment_method,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,1,59999.0,36.0,20.0,1.5,59829.0,SYNTHETIC_TRAINING_DATA
rec_000235,64578,reliable,44292.53,0.04,False,sub_sim_64578,8,3,59999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000236,11861,reliable,55033.42,0.04,False,sub_sim_11861,1,5,4999.0,insufficient_funds,1,0.0,0,1,PAYMENT_LINK,1,4999.0,24.0,15.0,1.0,4884.0,SYNTHETIC_TRAINING_DATA
rec_000237,53022,reliable,42447.68,0.04,False,sub_sim_53022,6,9,59999.0,authentication_failed,1,0.0,0,0,ESCALATE_TO_HUMAN,0,0.0,48.0,150.0,0.8,-230.0,SYNTHETIC_TRAINING_DATA
rec_000238,57858,occasional,14054.1,0.15,False,sub_sim_57858,2,5,2499.0,temporary_bank_failure,1,0.0,0,0,RETRY,1,2499.0,1.0,5.0,0.2,2474.0,SYNTHETIC_TRAINING_DATA
rec_000239,39458,occasional,40770.3,0.15,False,sub_sim_39458,7,2,24999.0,insufficient_funds,1,0.0,0,0,SEND_REMINDER,1,24999.0,12.0,10.0,1.2,24869.0,SYNTHETIC_TRAINING_DATA
rec_000240,51270,high_risk,9580.01,0.35,False,sub_sim_51270,5,3,59999.0,insufficient_funds,1,0.0,0,0,STOP_RECOVERY,0,0.0,0.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000241,77343,reliable,77838.49,0.04,False,sub_sim_77343,7,5,4999.0,invalid_payment_method,1,0.0,0,1,PAYMENT_LINK,1,4999.0,24.0,15.0,1.0,4884.0,SYNTHETIC_TRAINING_DATA
rec_000242,14527,reliable,56562.43,0.04,False,sub_sim_14527,1,7,2499.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000243,25126,reliable,68351.64,0.04,False,sub_sim_25126,9,6,2499.0,insufficient_funds,1,0.0,0,0,SEND_REMINDER,0,0.0,12.0,10.0,1.2,-130.0,SYNTHETIC_TRAINING_DATA
rec_000244,74137,reliable,96925.58,0.04,False,sub_sim_74137,1,9,2499.0,network_error,1,0.0,0,1,WAIT,0,0.0,24.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000245,31090,occasional,13232.33,0.15,False,sub_sim_31090,3,6,59999.0,network_error,1,0.0,0,0,ESCALATE_TO_HUMAN,1,59999.0,48.0,150.0,0.8,59769.0,SYNTHETIC_TRAINING_DATA
rec_000246,92652,occasional,10254.68,0.15,False,sub_sim_92652,7,2,999.0,card_expired,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,1,999.0,36.0,20.0,1.5,829.0,SYNTHETIC_TRAINING_DATA
rec_000247,23334,reliable,93364.29,0.04,False,sub_sim_23334,8,7,59999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
